H_over_B,B_over_H,H,B,q,R_int,gamma,Su,sf_lower,sf_upper,fs_optum_avg,fs_terzaghi_resistance,fs_terzaghi_net_pressure,Nc,fs_bjerrum
0.5,2.0,8.0,16.0,0.0,1.0,18.0,20.0,0.819,0.903,0.861,0.8898759418314649,0.8778829110394102,5.62,0.7805555555555556
0.5,2.0,8.0,16.0,0.0,1.0,18.0,40.0,1.66,1.807,1.7334999999999998,1.7797518836629298,1.9703457987771527,5.62,1.5611111111111111
0.5,2.0,8.0,16.0,0.0,1.0,20.0,5.0,0.183,0.203,0.193,0.2002220869120796,0.1821499840281029,5.62,0.175625
0.5,2.0,8.0,16.0,0.0,1.0,20.0,10.0,0.367,0.406,0.3865,0.4004441738241592,0.37272214736893666,5.62,0.35125
0.5,2.0,8.0,16.0,0.0,1.0,20.0,20.0,0.733,0.813,0.7729999999999999,0.8008883476483184,0.7815828134293437,5.62,0.7025
0.5,2.0,8.0,16.0,0.0,1.0,20.0,40.0,1.466,1.625,1.5455,1.6017766952966368,1.731000558242795,5.62,1.405
0.5,2.0,8.0,16.0,10.0,1.0,16.0,5.0,0.216,0.236,0.22599999999999998,0.23214155004299086,0.21195190690797272,5.62,0.2036231884057971
0.5,2.0,8.0,16.0,10.0,1.0,16.0,10.0,0.432,0.472,0.45199999999999996,0.4642831000859817,0.4353506825985223,5.62,0.4072463768115942
0.5,2.0,8.0,16.0,10.0,1.0,16.0,20.0,0.864,0.943,0.9035,0.9285662001719635,0.9204098631450504,5.62,0.8144927536231884
0.5,2.0,8.0,16.0,10.0,1.0,16.0,40.0,1.728,1.886,1.807,1.857132400343927,2.078097667420594,5.62,1.6289855072463768
0.5,2.0,8.0,16.0,10.0,1.0,18.0,5.0,0.192,0.211,0.2015,0.20802294744112168,0.18941349236691135,5.62,0.18246753246753247
0.5,2.0,8.0,16.0,10.0,1.0,18.0,10.0,0.385,0.422,0.40349999999999997,0.41604589488224336,0.3879426546639201,5.62,0.36493506493506495
0.5,2.0,8.0,16.0,10.0,1.0,18.0,20.0,0.769,0.844,0.8065,0.8320917897644867,0.8151132616561204,5.62,0.7298701298701299
0.5,2.0,8.0,16.0,10.0,1.0,18.0,40.0,1.538,1.688,1.613,1.6641835795289734,1.8136155456633494,5.62,1.4597402597402598
0.5,2.0,8.0,16.0,10.0,1.0,20.0,5.0,0.174,0.191,0.1825,0.18844431709372197,0.17120770978170777,5.62,0.16529411764705884
0.5,2.0,8.0,16.0,10.0,1.0,20.0,10.0,0.348,0.382,0.365,0.37688863418744395,0.34984578389172727,5.62,0.3305882352941177
0.5,2.0,8.0,16.0,10.0,1.0,20.0,20.0,0.696,0.765,0.7304999999999999,0.7537772683748879,0.7314356606656909,5.62,0.6611764705882354
0.5,2.0,8.0,16.0,10.0,1.0,20.0,40.0,1.392,1.529,1.4605,1.5075545367497758,1.608854585210723,5.62,1.3223529411764707
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,16.0,5.0,0.229,0.25,0.2395,0.24720856879119957,0.22826057644022335,5.571111111111111,0.21762152777777777
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,16.0,10.0,0.457,0.5,0.47850000000000004,0.49441713758239914,0.46830862532320766,5.571111111111111,0.43524305555555554
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,16.0,20.0,0.913,1.0,0.9565,0.9888342751647983,0.9876182749193365,5.571111111111111,0.8704861111111111
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,16.0,40.0,1.825,1.999,1.912,1.9776685503295965,2.2166390236242965,5.571111111111111,1.7409722222222221
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,18.0,5.0,0.205,0.223,0.214,0.21974095003662183,0.2023324268859565,5.571111111111111,0.19344135802469134
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,18.0,10.0,0.41,0.445,0.4275,0.43948190007324367,0.41389945115048765,5.571111111111111,0.3868827160493827
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,18.0,20.0,0.821,0.888,0.8545,0.8789638001464873,0.8673870716381314,5.571111111111111,0.7737654320987654
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,18.0,40.0,1.642,1.782,1.712,1.7579276002929747,1.9182485291217568,5.571111111111111,1.5475308641975307
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,20.0,5.0,0.186,0.2,0.193,0.19776685503295965,0.1816938033457034,5.571111111111111,0.1740972222222222
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,20.0,10.0,0.371,0.4,0.3855,0.3955337100659193,0.37081707027622485,5.571111111111111,0.3481944444444444
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,20.0,20.0,0.742,0.8,0.771,0.7910674201318386,0.7732524501162575,5.571111111111111,0.6963888888888888
0.4444444444444444,2.25,8.0,18.0,0.0,1.0,20.0,40.0,1.484,1.6,1.542,1.5821348402636772,1.6906618852839868,5.571111111111111,1.3927777777777777
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,16.0,5.0,0.211,0.232,0.2215,0.22929490438604017,0.211334494497844,5.571111111111111,0.20185185185185184
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,16.0,10.0,0.422,0.464,0.443,0.45858980877208033,0.4327538270999555,5.571111111111111,0.4037037037037037
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,16.0,20.0,0.841,0.928,0.8845000000000001,0.9171796175441607,0.908879179533303,5.571111111111111,0.8074074074074074
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,16.0,40.0,1.69,1.855,1.7725,1.8343592350883213,2.0202302032222414,5.571111111111111,1.6148148148148147
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,18.0,5.0,0.189,0.208,0.1985,0.20547205717710093,0.18892025375272836,5.571111111111111,0.18088023088023086
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,18.0,10.0,0.368,0.416,0.392,0.41094411435420186,0.385879239658387,5.571111111111111,0.3617604617604617
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,18.0,20.0,0.757,0.831,0.794,0.8218882287084037,0.8060569507532683,5.571111111111111,0.7235209235209235
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,18.0,40.0,1.514,1.663,1.5885,1.6437764574168074,1.7693837171532802,5.571111111111111,1.447041847041847
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,20.0,5.0,0.173,0.189,0.181,0.18613351061925615,0.17080463038971583,5.571111111111111,0.16385620915032678
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,20.0,10.0,0.345,0.377,0.361,0.3722670212385123,0.34816685729558794,5.571111111111111,0.32771241830065356
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,20.0,20.0,0.691,0.754,0.7224999999999999,0.7445340424770246,0.7241349809714289,5.571111111111111,0.6554248366013071
0.4444444444444444,2.25,8.0,18.0,10.0,1.0,20.0,40.0,1.381,1.508,1.4445000000000001,1.4890680849540492,1.5739505598106016,5.571111111111111,1.3108496732026143
0.4,2.5,8.0,20.0,0.0,1.0,16.0,5.0,0.224,0.246,0.235,0.24475333691207962,0.22768748003512862,5.531199999999999,0.21606249999999996
0.4,2.5,8.0,20.0,0.0,1.0,16.0,10.0,0.449,0.492,0.47050000000000003,0.48950667382415924,0.46590268421117087,5.531199999999999,0.4321249999999999
0.4,2.5,8.0,20.0,0.0,1.0,16.0,20.0,0.898,0.985,0.9415,0.9790133476483185,0.9769785167866796,5.531199999999999,0.8642499999999999
0.4,2.5,8.0,20.0,0.0,1.0,16.0,40.0,1.796,1.969,1.8825,1.958026695296637,2.1637506978034935,5.531199999999999,1.7284999999999997
0.4,2.5,8.0,20.0,0.0,1.0,18.0,5.0,0.201,0.219,0.21000000000000002,0.21755852169962633,0.2018820037174482,5.531199999999999,0.19205555555555553
0.4,2.5,8.0,20.0,0.0,1.0,18.0,10.0,0.401,0.438,0.4195,0.43511704339925267,0.41201896697358315,5.531199999999999,0.38411111111111107
0.4,2.5,8.0,20.0,0.0,1.0,18.0,20.0,0.802,0.876,0.839,0.8702340867985053,0.8591693890180641,5.531199999999999,0.7682222222222221
0.4,2.5,8.0,20.0,0.0,1.0,18.0,40.0,1.604,1.752,1.678,1.7404681735970107,1.8785132058710963,5.531199999999999,1.5364444444444443
0.4,2.5,8.0,20.0,0.0,1.0,20.0,5.0,0.176,0.197,0.1865,0.1958026695296637,0.18133050066642958,5.531199999999999,0.17284999999999998
0.4,2.5,8.0,20.0,0.0,1.0,20.0,10.0,0.352,0.395,0.3735,0.3916053390593274,0.3693069732564559,5.531199999999999,0.34569999999999995
0.4,2.5,8.0,20.0,0.0,1.0,20.0,20.0,0.705,0.79,0.7475,0.7832106781186547,0.7667149328236599,5.531199999999999,0.6913999999999999
0.4,2.5,8.0,20.0,0.0,1.0,20.0,40.0,1.408,1.58,1.494,1.5664213562373095,1.6597198292226185,5.531199999999999,1.3827999999999998
0.4,2.5,8.0,20.0,10.0,1.0,16.0,5.0,0.206,0.229,0.2175,0.22701758786047965,0.2108431484059291,5.531199999999999,0.20040579710144923
0.4,2.5,8.0,20.0,10.0,1.0,16.0,10.0,0.411,0.457,0.434,0.4540351757209593,0.43069854261629836,5.531199999999999,0.40081159420289847
0.4,2.5,8.0,20.0,10.0,1.0,16.0,20.0,0.823,0.914,0.8685,0.9080703514419186,0.8998605819879606,5.531199999999999,0.8016231884057969
0.4,2.5,8.0,20.0,10.0,1.0,16.0,40.0,1.646,1.829,1.7374999999999998,1.8161407028838372,1.9762060800527224,5.531199999999999,1.6032463768115939
0.4,2.5,8.0,20.0,10.0,1.0,18.0,5.0,0.185,0.205,0.195,0.20343134496588436,0.18852750856484166,5.531199999999999,0.17958441558441554
0.4,2.5,8.0,20.0,10.0,1.0,18.0,10.0,0.369,0.41,0.38949999999999996,0.4068626899317687,0.38424424473150925,5.531199999999999,0.3591688311688311
0.4,2.5,8.0,20.0,10.0,1.0,18.0,20.0,0.738,0.819,0.7785,0.8137253798635374,0.7989555184366739,5.531199999999999,0.7183376623376622
0.4,2.5,8.0,20.0,10.0,1.0,18.0,40.0,1.477,1.639,1.558,1.6274507597270749,1.7355219391284715,5.531199999999999,1.4366753246753243
0.4,2.5,8.0,20.0,10.0,1.0,20.0,5.0,0.169,0.186,0.1775,0.18428486543968348,0.17048353084089943,5.531199999999999,0.16268235294117644
0.4,2.5,8.0,20.0,10.0,1.0,20.0,10.0,0.338,0.372,0.355,0.36856973087936695,0.34683527408275827,5.531199999999999,0.3253647058823529
0.4,2.5,8.0,20.0,10.0,1.0,20.0,20.0,0.677,0.744,0.7105,0.7371394617587339,0.7183985391660038,5.531199999999999,0.6507294117647058
0.4,2.5,8.0,20.0,10.0,1.0,20.0,40.0,1.354,1.487,1.4205,1.4742789235174678,1.5470991642784646,5.531199999999999,1.3014588235294116
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,16.0,5.0,0.228,0.244,0.236,0.2427445108291633,0.22722071907047778,5.4980165289256195,0.214766270661157
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,16.0,10.0,0.457,0.488,0.47250000000000003,0.4854890216583266,0.4639524975669326,5.4980165289256195,0.429532541322314
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,16.0,20.0,0.913,0.977,0.9450000000000001,0.9709780433166532,0.968442284865474,5.4980165289256195,0.859065082644628
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,16.0,40.0,1.826,1.953,1.8895,1.9419560866333063,2.1223196923409104,5.4980165289256195,1.718130165289256
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,18.0,5.0,0.203,0.218,0.21050000000000002,0.21577289851481182,0.20151496459535204,5.4980165289256195,0.19090335169880623
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,18.0,10.0,0.406,0.436,0.42100000000000004,0.43154579702962365,0.41049305153381405,5.4980165289256195,0.38180670339761247
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,18.0,20.0,0.813,0.872,0.8425,0.8630915940592473,0.8525607568203216,5.4980165289256195,0.7636134067952249
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,18.0,40.0,1.625,1.744,1.6844999999999999,1.7261831881184946,1.8472065158858273,5.4980165289256195,1.5272268135904499
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,20.0,5.0,0.181,0.195,0.188,0.19419560866333063,0.18103433190263474,5.4980165289256195,0.1718130165289256
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,20.0,10.0,0.363,0.39,0.3765,0.38839121732666126,0.3680805571821087,5.4980165289256195,0.3436260330578512
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,20.0,20.0,0.725,0.78,0.7525,0.7767824346533225,0.7614477128427349,5.4980165289256195,0.6872520661157024
0.36363636363636365,2.75,8.0,22.0,0.0,1.0,20.0,40.0,1.451,1.561,1.506,1.553564869306645,1.6352335931949435,5.4980165289256195,1.3745041322314049
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,16.0,5.0,0.209,0.226,0.2175,0.22515432888502102,0.21044283412548742,5.4980165289256195,0.19920349742484128
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,16.0,10.0,0.418,0.453,0.4355,0.45030865777004203,0.42903141079938206,5.4980165289256195,0.39840699484968256
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,16.0,20.0,0.836,0.905,0.8705,0.9006173155400841,0.8926137821717202,5.4980165289256195,0.7968139896993651
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,16.0,40.0,1.672,1.811,1.7414999999999998,1.8012346310801681,1.9415884870557838,5.4980165289256195,1.5936279793987302
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,18.0,5.0,0.188,0.204,0.196,0.20176167133852532,0.18820738412236854,5.4980165289256195,0.1785070301599227
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,18.0,10.0,0.376,0.407,0.39149999999999996,0.40352334267705064,0.38291679149449603,5.4980165289256195,0.3570140603198454
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,18.0,20.0,0.752,0.814,0.7829999999999999,0.8070466853541013,0.7932376603267631,5.4980165289256195,0.7140281206396908
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,18.0,40.0,1.504,1.628,1.5659999999999998,1.6140933707082026,1.7087660029566312,5.4980165289256195,1.4280562412793816
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,20.0,5.0,0.172,0.184,0.178,0.18277233756548766,0.17022170962960995,5.4980165289256195,0.16170636849781234
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,20.0,10.0,0.344,0.368,0.356,0.3655446751309753,0.3457533492126734,5.4980165289256195,0.3234127369956247
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,20.0,20.0,0.687,0.735,0.7110000000000001,0.7310893502619507,0.7137722523972528,5.4980165289256195,0.6468254739912493
0.36363636363636365,2.75,8.0,22.0,10.0,1.0,20.0,40.0,1.377,1.471,1.424,1.4621787005239013,1.5258019033314205,5.4980165289256195,1.2936509479824987
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,16.0,5.0,0.224,0.242,0.23299999999999998,0.24107048909339968,0.22683321098133385,5.47,0.21367187499999998
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,16.0,10.0,0.448,0.484,0.46599999999999997,0.48214097818679935,0.46233977013947136,5.47,0.42734374999999997
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,16.0,20.0,0.896,0.969,0.9325,0.9642819563735987,0.9614418828185138,5.47,0.8546874999999999
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,16.0,40.0,1.791,1.938,1.8645,1.9285639127471974,2.0889868224997774,5.47,1.7093749999999999
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,18.0,5.0,0.197,0.215,0.20600000000000002,0.21428487919413305,0.20121011661814883,5.47,0.18993055555555555
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,18.0,10.0,0.394,0.43,0.41200000000000003,0.4285697583882661,0.40923006260812983,5.47,0.3798611111111111
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,18.0,20.0,0.789,0.859,0.8240000000000001,0.8571395167765322,0.8471307299736954,5.47,0.7597222222222222
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,18.0,40.0,1.578,1.718,1.6480000000000001,1.7142790335530644,1.821903802482379,5.47,1.5194444444444444
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,20.0,5.0,0.18,0.194,0.187,0.19285639127471974,0.18078826263474929,5.47,0.1709375
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,20.0,10.0,0.354,0.387,0.3705,0.38571278254943947,0.36706474887774976,5.47,0.341875
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,20.0,20.0,0.72,0.775,0.7475,0.7714255650988789,0.7571133308651218,5.47,0.68375
0.3333333333333333,3.0,8.0,24.0,0.0,1.0,20.0,40.0,1.439,1.549,1.494,1.5428511301977579,1.6153736050463374,5.47,1.3675
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,16.0,5.0,0.205,0.225,0.215,0.22360161307213883,0.21011039824632322,5.47,0.19818840579710142
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,16.0,10.0,0.41,0.45,0.43,0.44720322614427765,0.4276519614456996,5.47,0.39637681159420285
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,16.0,20.0,0.82,0.901,0.8605,0.8944064522885553,0.8866633494726253,5.47,0.7927536231884057
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,16.0,40.0,1.64,1.801,1.7205,1.7888129045771106,1.913653612847677,5.47,1.5855072463768114
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,18.0,5.0,0.185,0.202,0.1935,0.20037027664905946,0.18794144304860727,5.47,0.1775974025974026
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,18.0,10.0,0.371,0.404,0.3875,0.4007405532981189,0.3818175666919491,5.47,0.3551948051948052
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,18.0,20.0,0.742,0.808,0.775,0.8014811065962378,0.7885349258226518,5.47,0.7103896103896103
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,18.0,40.0,1.483,1.616,1.5495,1.6029622131924757,1.687091584380662,5.47,1.4207792207792207
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,20.0,5.0,0.167,0.182,0.1745,0.18151189767032447,0.17000413881143817,5.47,0.16088235294117645
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,20.0,10.0,0.333,0.365,0.349,0.36302379534064894,0.3448568880017622,5.47,0.3217647058823529
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,20.0,20.0,0.666,0.729,0.6975,0.7260475906812979,0.7099622860263477,5.47,0.6435294117647058
0.3333333333333333,3.0,8.0,24.0,10.0,1.0,20.0,40.0,1.333,1.458,1.3955,1.4520951813625957,1.5084970146614554,5.47,1.2870588235294116
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,16.0,5.0,0.224,0.241,0.23249999999999998,0.23965400916313817,0.2265063503928999,5.446035502958579,0.2127357618343195
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,16.0,10.0,0.449,0.481,0.46499999999999997,0.47930801832627634,0.4609838861497209,5.446035502958579,0.425471523668639
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,16.0,20.0,0.897,0.962,0.9295,0.9586160366525527,0.9555970328881702,5.446035502958579,0.850943047337278
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,16.0,40.0,1.795,1.925,1.8599999999999999,1.9172320733051054,2.0615891695832858,5.446035502958579,1.701886094674556
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,18.0,5.0,0.199,0.213,0.20600000000000002,0.21302578592278948,0.20095288781350312,5.446035502958579,0.18909845496383956
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,18.0,10.0,0.4,0.426,0.41300000000000003,0.42605157184557896,0.40816743421332286,5.446035502958579,0.3781969099276791
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,18.0,20.0,0.8,0.852,0.8260000000000001,0.8521031436911579,0.84258982741213,5.446035502958579,0.7563938198553583
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,18.0,40.0,1.589,1.705,1.647,1.7042062873823158,1.8010290328635303,5.446035502958579,1.5127876397107165
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,20.0,5.0,0.179,0.191,0.185,0.19172320733051054,0.1805805720587166,5.446035502958579,0.1701886094674556
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,20.0,10.0,0.359,0.383,0.371,0.3834464146610211,0.3662095878027245,5.446035502958579,0.3403772189349112
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,20.0,20.0,0.717,0.765,0.741,0.7668928293220422,0.7534841338916344,5.446035502958579,0.6807544378698224
0.3076923076923077,3.25,8.0,26.0,0.0,1.0,20.0,40.0,1.434,1.531,1.4825,1.5337856586440843,1.5989419535506684,5.446035502958579,1.3615088757396447
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,16.0,5.0,0.208,0.223,0.2155,0.22228777661508467,0.20982992560289124,5.446035502958579,0.1973201269187891
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,16.0,10.0,0.417,0.445,0.431,0.44457555323016934,0.42649164477778256,5.446035502958579,0.3946402538375782
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,16.0,20.0,0.833,0.891,0.862,0.8891511064603387,0.8816899859980841,5.446035502958579,0.7892805076751565
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,16.0,40.0,1.667,1.781,1.724,1.7783022129206774,1.890636706522601,5.446035502958579,1.578561015350313
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,18.0,5.0,0.186,0.2,0.193,0.1991929426810499,0.18771700230314817,5.446035502958579,0.17681933451164217
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,18.0,10.0,0.372,0.4,0.386,0.3983858853620998,0.380892370759902,5.446035502958579,0.35363866902328434
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,18.0,20.0,0.743,0.801,0.772,0.7967717707241996,0.7845990242187769,5.446035502958579,0.7072773380465687
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,18.0,40.0,1.487,1.602,1.5445000000000002,1.5935435414483992,1.6691765980371576,5.446035502958579,1.4145546760931373
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,20.0,5.0,0.169,0.181,0.175,0.1804453716051864,0.1698204743712622,5.446035502958579,0.16017751479289938
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,20.0,10.0,0.338,0.362,0.35,0.3608907432103728,0.3441019668480687,5.446035502958579,0.32035502958579876
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,20.0,20.0,0.675,0.723,0.6990000000000001,0.7217814864207456,0.7067700942161136,5.446035502958579,0.6407100591715975
0.3076923076923077,3.25,8.0,26.0,10.0,1.0,20.0,40.0,1.35,1.446,1.3980000000000001,1.4435629728414912,1.4941580913778099,5.446035502958579,1.281420118343195
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,16.0,5.0,0.218,0.239,0.22849999999999998,0.2384398835086283,0.22622693300025706,5.425306122448979,0.21192602040816325
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,16.0,10.0,0.436,0.477,0.4565,0.4768797670172566,0.45982801369017234,5.425306122448979,0.4238520408163265
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,16.0,20.0,0.873,0.955,0.9139999999999999,0.9537595340345132,0.9506434299850793,5.425306122448979,0.847704081632653
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,16.0,40.0,1.742,1.91,1.826,1.9075190680690264,2.038671099881264,5.425306122448979,1.695408163265306
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,18.0,5.0,0.195,0.212,0.20350000000000001,0.2119465631187807,0.20073292887328847,5.425306122448979,0.18837868480725622
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,18.0,10.0,0.39,0.424,0.40700000000000003,0.4238931262375614,0.4072609924391462,5.425306122448979,0.37675736961451245
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,18.0,20.0,0.781,0.847,0.8140000000000001,0.8477862524751228,0.8387361945048388,5.425306122448979,0.7535147392290249
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,18.0,40.0,1.562,1.694,1.6280000000000001,1.6955725049502457,1.783513399906502,5.425306122448979,1.5070294784580498
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,20.0,5.0,0.175,0.19,0.1825,0.19075190680690263,0.1804029309973962,5.425306122448979,0.1695408163265306
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,20.0,10.0,0.35,0.38,0.365,0.38150381361380525,0.36547975768007124,5.425306122448979,0.3390816326530612
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,20.0,20.0,0.702,0.76,0.731,0.7630076272276105,0.750400972595068,5.425306122448979,0.6781632653061224
0.2857142857142857,3.5,8.0,28.0,0.0,1.0,20.0,40.0,1.399,1.52,1.4595,1.526015254455221,1.5851214462337282,5.425306122448979,1.3563265306122447
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,16.0,5.0,0.203,0.22,0.21150000000000002,0.22116163108046683,0.20959011577923753,5.425306122448979,0.19656906240757172
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,16.0,10.0,0.406,0.441,0.4235,0.44232326216093365,0.4255020874298415,5.425306122448979,0.39313812481514343
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,16.0,20.0,0.812,0.882,0.847,0.8846465243218673,0.8774712963956888,5.425306122448979,0.7862762496302869
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,16.0,40.0,1.625,1.763,1.694,1.7692930486437346,1.8713441186277884,5.425306122448979,1.5725524992605737
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,18.0,5.0,0.182,0.198,0.19,0.19818379927989885,0.1875250507425305,5.425306122448979,0.17614630267691492
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,18.0,10.0,0.364,0.397,0.3805,0.3963675985597977,0.38010290697860066,5.425306122448979,0.35229260535382984
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,18.0,20.0,0.729,0.794,0.7615000000000001,0.7927351971195954,0.7812565337954007,5.425306122448979,0.7045852107076597
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,18.0,40.0,1.458,1.587,1.5225,1.5854703942391908,1.6541209898021698,5.425306122448979,1.4091704214153193
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,20.0,5.0,0.164,0.179,0.17149999999999999,0.1795312064064966,0.16966336327207734,5.425306122448979,0.15956782713085232
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,20.0,10.0,0.327,0.358,0.3425,0.3590624128129932,0.3434575172950875,5.425306122448979,0.31913565426170465
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,20.0,20.0,0.652,0.715,0.6835,0.7181248256259865,0.704056689723936,5.425306122448979,0.6382713085234093
0.2857142857142857,3.5,8.0,28.0,10.0,1.0,20.0,40.0,1.305,1.431,1.3679999999999999,1.436249651251973,1.4820827960121121,5.425306122448979,1.2765426170468186
0.26666666666666666,3.75,8.0,30.0,0.0,1.0,16.0,5.0,0.221,0.237,0.22899999999999998,0.23738764127471973,0.22598532829343662,5.4072,0.21121874999999998
0.26666666666666666,3.75,8.0,30.0,0.0,1.0,16.0,10.0,0.442,0.473,0.4575,0.47477528254943946,0.45883093609718717,5.4072,0.42243749999999997
0.26666666666666666,3.75,8.0,30.0,0.0,1.0,16.0,20.0,0.885,0.947,0.9159999999999999,0.9495505650988789,0.9463916635814023,5.4072,0.8448749999999999
0.26666666666666666,3.75,8.0,30.0,0.0,1.0,16.0,40.0,1.77,1.893,1.8315000000000001,1.8991011301977578,2.019217006307922,5.4072,1.6897499999999999
